,metodo,pureza_global,pureza_clase_0,pureza_clase_1,pureza_global_robusto,pureza_clase_1_robusto
0,PCA (PC1-PC2),0.9013583333333334,0.948722749765949,0.22421924792861697,0.9086750000000001,0.262124248496994
1,t-SNE (2D),0.8923000000000002,0.9463331995898534,0.11982154238368387,0.9111833333333333,0.27187708750835
2,KernelPCA (rbf),0.8820333333333334,0.9365164281574607,0.10312300828553218,0.9004500000000001,0.21349365397461592
