lectura,C_FP,C_FN,umbral_opt,coste_cv,tasa_denegacion,n_filas_distintas_vs_esc1
literal_10_simetrico,10.0,10.0,0.4933944046497345,0.6228571428571429,0.023555555555555555,0
adoptado_asimetrico,1.0,10.0,0.0906091257929802,0.33435714285714285,0.18531111111111112,7279
