,metodo,pureza_global,pureza_clase_0,pureza_clase_1
0,PCA (PC1-PC2),0.9013583333333334,0.948722749765949,0.22421924792861697
1,t-SNE (2D),0.8923000000000002,0.9463331995898534,0.11982154238368387
