,metodo,pureza_global,pureza_clase_0,pureza_clase_1
0,PCA (PC1-PC2),0.9086750000000001,0.951686441807759,0.262124248496994
1,t-SNE (2D),0.9111833333333333,0.9537128382882283,0.27187708750835
2,KernelPCA (rbf),0.9004500000000001,0.9461494023019155,0.21349365397461592
